shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
a43aa2ac-7c35-4c0b-a970-437b91e4ba35,37.2317139145981,-80.4328287233462,9,1056.42
8c645223-1d5a-4351-adb6-43949e7cf524,37.1575534403783,-80.4190079915176,176,17601.84
a5d067da-d551-4428-93e8-ae0cd08d0e96,37.2320148030462,-80.4240250319692,96,8630.68
e570e646-82c5-4744-98dc-764a6d346163,37.2438822413681,-80.4278863346368,32,2775.36
9231ca1f-b1ee-4245-85f9-3186ecc00751,37.209186,-80.417078,56,3912.94
25434fe2-1283-4de5-baa4-bb1845c06a9e,37.2347042004605,-80.4210569676677,87,7236.19
2674478c-5212-4ba0-993a-819fef810e02,37.2373100129349,-80.4068244620414,19,1193
009b7c3f-c455-4799-b8cf-815505da3f7e,37.2319452962932,-80.4279738595479,79,4945.21
af234ae3-0762-49b9-89ff-4665d5b32ac7,37.2483336972132,-80.4171469226939,69,3111.89
8c645223-1d5a-4351-adb6-43949e7cf524,37.2316212625461,-80.4284359891904,252,29982.06
